06MAGNA,20201009,2.7000,2.9600,2.5800,2.9600,934468
11BIT,20201009,480.0000,481.5000,463.0000,471.5000,3944
4FUNMEDIA,20201009,5.0000,5.0000,4.8000,4.9800,1154
ABPL,20201009,28.2000,28.2000,26.4000,26.6000,27215
ACAUTOGAZ,20201009,41.3000,41.3000,41.2000,41.2000,183
ACTION,20201009,4.2700,4.2700,3.9000,3.9800,136975
ADIUVO,20201009,6.2800,6.8800,5.6600,5.7200,20948
AGORA,20201009,6.0200,6.0200,5.9200,5.9800,15824
AGROTON,20201009,3.9600,3.9600,3.8000,3.8200,5573
AIGAMES,20201009,22.8000,22.8000,21.6000,21.7000,23245
AILLERON,20201009,6.6800,6.8000,6.5000,6.6400,16972
AIRWAY,20201009,1.9400,2.1000,1.8500,2.0000,2576733
ALIOR,20201009,14.2400,14.2500,13.7450,14.1900,413416
ALTA,20201009,1.0800,1.1500,1.0800,1.1500,12062
ALTUSTFI,20201009,0.9500,0.9500,0.8560,0.8860,13396
ALUMETAL,20201009,36.9000,36.9000,36.0000,36.0000,300
AMBRA,20201009,18.0000,18.1500,17.7000,18.1000,9130
AMICA,20201009,133.6000,135.8000,130.4000,131.0000,3304
AMREST,20201009,19.0000,19.1000,18.2000,18.4800,137588
APATOR,20201009,20.4000,20.4000,19.7000,19.8000,10816
APLISENS,20201009,11.0000,11.0000,10.3000,11.0000,1025
APSENERGY,20201009,1.7600,1.8000,1.7300,1.8000,9829
ARCHICOM,20201009,18.4000,18.6500,18.2000,18.5500,15727
ARCTIC,20201009,3.7700,3.7800,3.7000,3.7700,19515
ARTERIA,20201009,4.3000,4.3000,4.1400,4.1400,167
ARTIFEX,20201009,9.6600,10.0000,9.3800,9.8400,6391
ASBIS,20201009,5.1600,5.1600,5.0000,5.0600,108492
ASSECOBS,20201009,34.8000,34.8000,33.0000,33.8000,1056
ASSECOPOL,20201009,68.0000,68.7000,66.8000,66.8000,51478
ASSECOSEE,20201009,46.3000,46.7000,42.7000,46.2000,4481
ASTARTA,20201009,17.8500,17.9000,17.5500,17.8500,8183
ATAL,20201009,32.0000,32.2000,31.1000,31.8000,4233
ATENDE,20201009,3.0400,3.0600,2.9800,3.0600,3509
ATLANTAPL,20201009,6.3800,7.2000,6.2600,6.7000,8377
ATLANTIS,20201009,0.6880,0.6880,0.6720,0.6880,2951
ATMGRUPA,20201009,4.0500,4.0500,3.8600,4.0500,1793
ATREM,20201009,2.6000,2.6000,2.2400,2.3200,283440
AUTOCALLSX7E,20201009,582.5000,582.5000,582.5000,582.5000,50
AUTOPARTN,20201009,7.2000,7.2000,7.0600,7.1000,2617
BAHOLDING,20201009,0.5200,0.5280,0.4700,0.5200,136208
BBIDEV,20201009,3.4600,3.7200,3.2100,3.4000,28490
BEDZIN,20201009,8.8000,8.8000,8.4000,8.8000,123
BENEFIT,20201009,700.0000,708.0000,680.0000,680.0000,130303
BETACOM,20201009,11.3500,11.3500,11.2000,11.2000,25
BETAM40TR,20201009,50.3500,50.3700,49.8400,50.0900,1984
BETAW20LV,20201009,30.5000,30.7000,29.5400,30.2500,10544
BETAW20ST,20201009,434.5000,440.5000,434.5000,435.8000,792
BETAW20TR,20201009,28.0000,29.0250,27.9000,28.9100,7956
BIK,20201009,13.8000,13.8000,13.8000,13.8000,20
BIOMEDLUB,20201009,21.5000,23.6000,21.0000,22.1000,4497082
BIOTON,20201009,4.9500,5.0000,4.7000,4.7100,304982
BNPPBSK1022,20201009,980.0000,980.0000,980.0000,980.0000,22
BNPPPL,20201009,40.6000,41.0000,39.6000,40.0000,3269
BNPPSOGO1021,20201009,1053.0000,1053.0000,1053.0000,1053.0000,50
BNPPSOLE1221,20201009,1021.5000,1022.0000,1021.5000,1021.5000,70
BNPPSX5E0222,20201009,1005.5000,1005.5000,1005.5000,1005.5000,59
BOGDANKA,20201009,18.7000,18.7800,18.3800,18.6200,19651
BOOMBIT,20201009,20.6000,20.6000,19.8000,20.3500,18275
BORYSZEW,20201009,3.1700,3.1700,3.1200,3.1600,49075
BOS,20201009,5.7000,5.7000,5.1800,5.5000,17340
BOWIM,20201009,2.0200,2.0800,1.9800,2.0800,13175
BRASTER,20201009,0.7310,0.7580,0.6900,0.6990,253106
BUDIMEX,20201009,249.0000,250.5000,247.0000,248.0000,1591
BUMECH,20201009,1.9850,2.0400,1.9150,2.0300,13063
CCC,20201009,46.9600,46.9700,43.8600,45.7000,566163
CDPROJEKT,20201009,389.9000,389.9000,373.5000,378.2000,367450
CDRL,20201009,12.5500,12.5500,12.2000,12.4000,2927
CELTIC,20201009,6.6000,6.6000,6.6000,6.6000,142
CEZ,20201009,72.7000,73.1000,72.5000,73.0000,280
CFI,20201009,0.2150,0.2270,0.2100,0.2200,106391
CIECH,20201009,26.8000,27.0000,26.5000,26.7500,40731
CIGAMES,20201009,1.3500,1.3500,1.2840,1.3020,1784318
CITYSERV,20201009,7.8400,7.8500,7.8400,7.8500,200
CLNPHARMA,20201009,39.9500,40.3000,39.5000,39.9000,20073
