06MAGNA,20201030,1.3600,1.3800,1.2500,1.2900,131571
11BIT,20201030,465.0000,484.0000,465.0000,481.0000,6842
4FUNMEDIA,20201030,4.3800,4.3800,4.1800,4.3000,1607
ABPL,20201030,26.3000,26.6000,26.3000,26.6000,540
ACAUTOGAZ,20201030,35.6000,37.0000,35.6000,37.0000,455
ACTION,20201030,3.9800,4.0400,3.8500,3.9400,7891
ADIUVO,20201030,5.8000,5.8000,5.5400,5.7000,967
AGORA,20201030,4.4400,4.4400,4.3900,4.4400,15312
AGROTON,20201030,3.8400,3.8400,3.6300,3.7900,5848
AIGAMES,20201030,17.3000,17.3000,14.3500,15.0000,97914
AILLERON,20201030,6.6400,7.0000,6.5000,7.0000,8703
AIRWAY,20201030,2.1300,2.1300,1.9450,2.0400,1371415
ALIOR,20201030,11.2400,11.6000,11.1400,11.3350,469790
ALLEGRO,20201030,85.0000,86.8000,80.0000,80.4500,1850831
ALTA,20201030,1.0200,1.0700,1.0000,1.0700,13938
ALTUSTFI,20201030,0.7000,0.7360,0.6520,0.7280,12133
ALUMETAL,20201030,35.2000,36.1000,35.2000,36.0000,3198
AMBRA,20201030,16.7000,16.9500,16.3000,16.9000,4770
AMICA,20201030,136.4000,140.0000,130.2000,140.0000,5669
AMREST,20201030,13.7000,14.1400,13.6200,13.7600,214837
APATOR,20201030,19.5000,19.5000,19.0000,19.5000,779
APLISENS,20201030,10.2000,10.2000,9.7000,10.2000,153
APSENERGY,20201030,1.5600,1.5700,1.4950,1.5600,16717
ARCHICOM,20201030,17.6000,18.3500,17.5000,18.1000,3606
ARCTIC,20201030,3.7000,3.7000,3.6600,3.7000,9370
ARTIFEX,20201030,8.4000,8.4000,8.0000,8.1000,20297
ASBIS,20201030,6.1000,6.2000,6.0000,6.2000,162723
ASSECOBS,20201030,32.8000,33.0000,31.4000,32.6000,2089
ASSECOPOL,20201030,63.3000,65.0000,63.0000,64.1000,89214
ASSECOSEE,20201030,39.5000,39.5000,38.0000,38.2000,43489
ASTARTA,20201030,18.9000,18.9000,17.6000,18.2000,30298
ATAL,20201030,26.6000,28.1000,26.6000,27.3000,4788
ATENDE,20201030,2.8400,2.8400,2.8400,2.8400,1452
ATLANTAPL,20201030,5.9400,5.9400,5.9400,5.9400,200
ATLASEST,20201030,1.2000,1.2000,1.1900,1.1900,13217
ATMGRUPA,20201030,3.6800,3.6800,3.4000,3.4000,18760
ATREM,20201030,2.0400,2.0400,1.9150,1.9150,18231
AUTOCALLSX7E,20201030,545.0000,545.0000,545.0000,545.0000,50
AUTOPARTN,20201030,6.3000,6.7000,6.3000,6.5000,26669
BAHOLDING,20201030,0.4900,0.5900,0.4900,0.5900,446824
BBIDEV,20201030,3.3900,3.6400,3.3500,3.6400,1440
BEDZIN,20201030,8.8500,8.9000,8.8000,8.9000,4288
BENEFIT,20201030,548.0000,557.0000,524.0000,557.0000,6811
BEST,20201030,16.0000,16.0000,16.0000,16.0000,500
BETACOM,20201030,10.2000,10.2000,10.2000,10.2000,10
BETAM40TR,20201030,45.6400,45.6400,44.6000,44.7500,8196
BETAW20LV,20201030,24.0300,24.1700,23.2000,23.6600,7247
BETAW20ST,20201030,484.0000,492.0000,480.9000,488.3000,2592
BETAW20TR,20201030,26.0350,26.1450,25.5500,26.0000,10895
BIK,20201030,12.3500,12.3500,12.2500,12.2500,29
BIOMEDLUB,20201030,16.5000,16.7000,15.3000,15.7000,1129010
BIOTON,20201030,4.2900,4.3850,4.0400,4.1200,93843
BNPPPL,20201030,33.1000,34.8000,31.9000,33.1000,1426
BNPPSLVR0323,20201030,992.0000,992.0000,992.0000,992.0000,10
BNPPSOGO1021,20201030,1039.0000,1039.0000,1039.0000,1039.0000,10
BNPPSOLE0322,20201030,991.5000,991.5000,991.5000,991.5000,30
BNPPSX5E0922,20201030,984.5000,984.5000,984.5000,984.5000,10
BNPPSX7E0321,20201030,565.5000,565.5000,565.5000,565.5000,50
BNPPSXPP0221,20201030,902.5000,902.5000,900.0000,900.0000,500
BOGDANKA,20201030,15.0000,15.1600,14.5800,14.8200,17381
BOOMBIT,20201030,19.8200,20.1500,19.4400,19.6000,6085
BORYSZEW,20201030,2.7100,2.7100,2.6200,2.6600,24664
BOS,20201030,4.7000,4.7000,4.6000,4.6200,3038
BOWIM,20201030,1.8400,1.9200,1.8000,1.9200,6102
BRASTER,20201030,0.4900,0.5050,0.4710,0.5050,56404
BUDIMEX,20201030,238.0000,238.0000,220.0000,234.0000,5058
BUMECH,20201030,1.8400,1.8400,1.7500,1.8200,7407
CCC,20201030,36.3000,39.5600,36.3000,38.7500,349241
CDPROJEKT,20201030,351.7000,352.0000,333.3000,335.4000,582121
CDRL,20201030,12.5500,12.5500,12.5000,12.5000,522
CELTIC,20201030,6.5000,6.5000,6.5000,6.5000,5
CEZ,20201030,75.0000,75.0000,74.3000,74.9000,65389
CFI,20201030,0.1740,0.1740,0.1600,0.1690,93926
CIECH,20201030,26.4000,26.4000,25.8500,26.0000,28278
CIGAMES,20201030,1.1200,1.1300,1.0380,1.0800,1071199
CITYSERV,20201030,7.0000,7.0000,6.4320,6.4320,493
CLNPHARMA,20201030,34.6500,34.7000,32.5000,33.6000,24661
CNT,20201030,12.8000,12.9000,12.4000,12.8000,4267
COALENERG,20201030,0.4960,0.5100,0.4400,0.4800,36860
COGNOR,20201030,1.1200,1.1200,1.0800,1.1100,26206
COMARCH,20201030,194.0000,195.0000,190.5000,193.0000,4448
COMP,20201030,55.0000,55.0000,53.6000,53.6000,520
COMPERIA,20201030,2.2600,2.2600,2.2600,2.2600,500
CORMAY,20201030,1.6200,1.6200,1.4300,1.5300,1003240
CPGROUP,20201030,6.1800,6.1800,5.8000,5.8000,2689
CYFRPLSAT,20201030,24.5600,24.9200,24.2400,24.6800,552268
CZTOREBKA,20201030,0.5000,0.5000,0.5000,0.5000,3300
DATAWALK,20201030,172.0000,172.0000,164.0000,172.0000,4771
DEBICA,20201030,70.0000,72.0000,68.4000,70.4000,823
DECORA,20201030,28.6000,29.0000,27.7000,28.8000,4743
DEKPOL,20201030,20.2000,21.0000,20.0000,20.0000,2262
DELKO,20201030,13.9000,14.1000,13.4000,14.0000,21713
DEVELIA,20201030,1.6400,1.6400,1.5940,1.6000,84833
DGA,20201030,4.9800,4.9800,4.4800,4.4800,5504
DIGITREE,20201030,5.3000,5.3000,5.3000,5.3000,1000
DINOPL,20201030,211.0000,218.4000,210.6000,217.4000,170227
DOMDEV,20201030,96.2000,96.4000,93.8000,94.0000,5919
DROZAPOL,20201030,1.5600,1.5600,1.5500,1.5500,191
ECHO,20201030,3.8500,3.8500,3.7500,3.7500,44983
EDINVEST,20201030,3.1000,3.2000,3.1000,3.2000,728
EFEKT,20201030,4.5000,4.5000,4.0600,4.0600,4199
EKOEXPORT,20201030,2.8800,3.1000,2.8150,2.9200,33714
ELBUDOWA,20201030,0.5840,0.6780,0.5840,0.6400,21799
ELEKTROTI,20201030,4.9800,4.9800,4.9000,4.9700,580
ELEMENTAL,20201030,2.3800,2.3850,2.3650,2.3850,27310
ELKOP,20201030,0.2380,0.2390,0.2350,0.2390,41389
ELZAB,20201030,3.4800,3.6400,3.2000,3.4400,12275
EMCINSMED,20201030,13.8000,14.1000,13.8000,13.8000,450
ENAP,20201030,1.2400,1.2900,1.1900,1.2000,6614
ENEA,20201030,4.7580,4.7580,4.4700,4.5200,972363
ENELMED,20201030,15.8000,15.8000,15.8000,15.8000,100
ENERGA,20201030,8.3050,8.3100,8.3050,8.3050,275889
ENERGOINS,20201030,0.7600,0.7600,0.7600,0.7600,641
ENTER,20201030,19.6500,20.3000,19.6500,20.3000,6682
ERBUD,20201030,19.3000,19.3000,18.0000,19.2500,3741
ERG,20201030,40.0000,40.0000,36.2000,39.0000,231
ESOTIQ,20201030,9.4400,9.4400,8.8400,8.8400,110
ETFDAX,20201030,498.8500,503.7000,498.8500,500.0000,294
ETFSP500,20201030,132.2800,133.7200,131.1800,131.9200,3026
ETFW20L,20201030,193.0000,193.0000,185.3000,187.5000,3373
EUCO,20201030,3.7600,3.7600,3.7500,3.7500,1188
EUROCASH,20201030,11.3000,11.7300,11.3000,11.6200,404889
