06MAGNA,20201019,2.5000,2.6600,2.2800,2.3600,289803
11BIT,20201019,484.0000,485.0000,474.5000,480.0000,5207
4FUNMEDIA,20201019,5.3800,5.3800,4.9000,4.9000,1962
ABPL,20201019,27.8000,28.9000,27.8000,27.9000,1873
ACAUTOGAZ,20201019,40.2000,40.2000,40.0000,40.0000,135
ACTION,20201019,4.1400,4.3700,4.1400,4.3000,35273
ADIUVO,20201019,6.5600,7.3800,6.2200,6.5400,63451
AGORA,20201019,5.3000,5.3000,5.2000,5.2000,5348
AGROTON,20201019,3.8300,4.0500,3.8300,4.0200,21334
AIGAMES,20201019,21.2000,22.0000,21.0000,21.5000,8979
AILLERON,20201019,7.2200,7.9400,7.1600,7.4600,60361
AIRWAY,20201019,2.2500,2.9000,2.2300,2.8800,7245260
ALIOR,20201019,12.9600,13.1500,12.6000,12.6950,365955
ALLEGRO,20201019,81.4500,83.6200,79.8000,83.4000,3205087
ALTA,20201019,1.0600,1.1300,1.0600,1.1200,9921
ALTUSTFI,20201019,0.8840,0.8840,0.8160,0.8820,20091
ALUMETAL,20201019,36.0000,37.0000,36.0000,36.2000,4576
AMBRA,20201019,17.5500,18.0500,17.4500,17.6000,3926
AMICA,20201019,137.4000,143.0000,135.6000,141.0000,2940
AMREST,20201019,17.1000,17.3800,16.6200,16.7200,109082
APATOR,20201019,19.4000,19.5500,19.3000,19.4000,1943
APLISENS,20201019,10.4000,10.6000,10.4000,10.4000,1604
APSENERGY,20201019,1.9800,1.9800,1.8100,1.9100,17896
ARCHICOM,20201019,18.9500,18.9500,18.8000,18.9000,3393
ARCTIC,20201019,3.9400,3.9400,3.8500,3.8600,9294
ARTERIA,20201019,4.3000,4.3000,4.3000,4.3000,11
ARTIFEX,20201019,9.9800,10.7500,9.5000,9.8400,48141
ASBIS,20201019,5.5600,5.8800,5.5600,5.7400,338991
ASSECOBS,20201019,35.4000,35.6000,34.8000,35.6000,476
ASSECOPOL,20201019,66.0000,67.5000,65.8000,66.1000,43572
ASSECOSEE,20201019,43.5000,45.0000,43.3000,45.0000,4794
ASTARTA,20201019,17.6000,18.0000,17.6000,17.9500,8032
ATAL,20201019,31.0000,31.4000,30.8000,31.2000,500
ATENDE,20201019,2.9800,3.0800,2.9600,3.0800,7029
ATLANTAPL,20201019,6.0800,6.2000,5.8800,6.0000,11009
ATLANTIS,20201019,0.6700,0.6860,0.6700,0.6860,3601
ATLASEST,20201019,1.1900,1.1900,1.1900,1.1900,8040
ATMGRUPA,20201019,4.1400,4.1400,3.7400,3.7600,16804
ATREM,20201019,2.1000,2.1800,2.0500,2.1100,25717
AUTOPARTN,20201019,7.0200,7.1800,7.0200,7.0600,330995
BAHOLDING,20201019,0.4980,0.4980,0.4770,0.4890,75638
BBIDEV,20201019,3.5000,3.5000,3.3200,3.5000,1055
BEDZIN,20201019,8.2000,8.2000,8.0000,8.0000,1101
BENEFIT,20201019,630.0000,635.0000,623.0000,633.0000,646
BETACOM,20201019,11.3500,11.3500,11.2000,11.3500,1048
BETAM40TR,20201019,50.0200,50.4800,49.8500,49.9000,2540
BETAW20LV,20201019,28.8100,29.0500,27.8950,27.9500,706
BETAW20ST,20201019,442.9000,450.2000,440.1000,447.8000,1305
BETAW20TR,20201019,28.4650,28.5900,28.0000,28.0400,2565
BIK,20201019,13.6500,13.6500,13.1500,13.5500,1225
BIOMEDLUB,20201019,19.9000,20.0000,18.3500,18.9000,1393349
BIOTON,20201019,4.3500,4.7450,4.3450,4.5300,233903
BNPPBSK0722,20201019,976.5000,976.5000,976.5000,976.5000,100
BNPPPL,20201019,37.8000,39.1000,36.5000,38.0000,4996
BNPPSOGO1021,20201019,1052.0000,1052.0000,1052.0000,1052.0000,100
BNPPSOLED1221,20201019,1043.5000,1043.5000,1043.5000,1043.5000,206
BNPPSPX0522,20201019,1002.0000,1002.0000,1002.0000,1002.0000,249
BNPPSX7E0321,20201019,593.0000,593.0000,593.0000,593.0000,100
BOGDANKA,20201019,17.2000,17.4800,17.0000,17.0000,8258
BOOMBIT,20201019,19.7000,20.2000,19.4800,19.9000,14342
BORYSZEW,20201019,3.0000,3.0950,2.9600,3.0150,39815
BOS,20201019,5.3200,5.3200,5.1800,5.3200,906
BOWIM,20201019,1.9000,1.9400,1.8700,1.9400,2334
BRASTER,20201019,0.6400,0.7040,0.6400,0.6780,110023
BUDIMEX,20201019,236.0000,238.0000,236.0000,236.0000,4988
BUMECH,20201019,1.8350,1.8500,1.8300,1.8500,3127
CCC,20201019,44.3100,45.5000,42.1600,42.3100,291415
CDPROJEKT,20201019,381.6000,384.0000,372.0000,372.0000,310368
CDRL,20201019,12.0000,12.0000,12.0000,12.0000,200
CEZ,20201019,74.9000,74.9000,73.3000,74.8000,219
CFI,20201019,0.2150,0.2150,0.2050,0.2130,25940
CIECH,20201019,25.8000,28.1500,25.7000,27.8000,164684
CIGAMES,20201019,1.2400,1.3340,1.2120,1.3220,1629439
CITYSERV,20201019,8.2000,8.6600,8.1100,8.4750,788
CLNPHARMA,20201019,37.2000,39.5000,36.8000,37.2500,19728
CNT,20201019,13.3000,13.6000,13.2000,13.6000,144
COALENERG,20201019,0.6000,0.6000,0.5850,0.5900,7256
COGNOR,20201019,1.1900,1.1900,1.1350,1.1600,43002
COMARCH,20201019,199.0000,199.5000,196.0000,197.0000,9961
